procedure_name,code_type,code,modifier
Therapeutic Oncology Insulin pump,HCPCSCode,E0784,
Advanced Cardiac Blood glucose monitor,HCPCSCode,E2101,
Comprehensive Orthopedic Continuous glucose monitor,HCPCSCode,E2101,
Targeted Dermatology Compression stockings,HCPCSCode,A6531,
Specialized Gastro Wound dressing,HCPCSCode,A6216,
Specialized Orthopedic Ostomy supplies,HCPCSCode,A4361,
Routine Cardiac Urological catheter,HCPCSCode,A4338,
Advanced Dermatology Breast pump,HCPCSCode,E0603,
Routine Pediatric Hearing aid,HCPCSCode,V5244,
Routine Cardiac Orthotics ankle foot,HCPCSCode,L1960,
Screening Gastro Prosthetic limb,HCPCSCode,L5100,
Emergency Dermatology Spinal orthosis,HCPCSCode,L0648,
Advanced ENT Cervical collar,HCPCSCode,L0120,
Routine Oncology Knee brace,HCPCSCode,L1820,
Screening Pediatric Shoulder sling,HCPCSCode,A4565,
Routine Orthopedic Wrist splint,HCPCSCode,L3900,
Targeted Oncology Ambulance transport,HCPCSCode,A0428,
Emergency ENT Non-emergency transport,HCPCSCode,A0100,
Advanced Orthopedic Home health aide,HCPCSCode,G0156,
Targeted Neurological Skilled nursing visit,HCPCSCode,G0299,
Emergency ENT Physical therapy home,HCPCSCode,G0151,
Diagnostic Oncology Occupational therapy home,HCPCSCode,G0152,
Screening Pediatric Flu vaccine,CPTCode,90686,
Follow-up Pediatric COVID-19 vaccine,CPTCode,91300,
Therapeutic Orthopedic Pneumococcal vaccine,CPTCode,90670,
Comprehensive Cardiac Shingles vaccine,CPTCode,90750,
Follow-up Gastro MMR vaccine,CPTCode,90707,
Diagnostic Oncology HPV vaccine,CPTCode,90651,
Therapeutic Dermatology Hepatitis B vaccine,CPTCode,90739,
Emergency Renal Tetanus toxoid,CPTCode,90714,
Emergency Pulmonary Meningococcal vaccine,CPTCode,90734,
Emergency Pediatric Varicella vaccine,CPTCode,90716,
Specialized Pediatric Chest X-Ray,CPTCode,71045,
Follow-up Pulmonary MRI Brain,CPTCode,70551,26.0
Comprehensive Orthopedic Blood Test,CPTCode,80050,
Routine Renal ECG,CPTCode,93000,
Comprehensive Oncology CT Scan,CPTCode,74177,
Comprehensive Orthopedic Radiologic exam chest 2 views,CPTCode,71046,
Therapeutic Pulmonary Subsequent hospital care high complexity,CPTCode,99233,
Specialized Pediatric Wheelchair,HCPCSCode,E1161,
Therapeutic Dermatology Office visit established patient low complexity,CPTCode,99213,
Therapeutic Gastro Office visit established patient moderate complexity,CPTCode,99214,
Diagnostic Gastro Office visit new patient moderate complexity,CPTCode,99203,
Targeted Renal Annual wellness visit,CPTCode,G0439,
Therapeutic Pediatric Preventive visit adult,CPTCode,99396,
Therapeutic Dermatology MRI Spine lumbar,CPTCode,72148,26.0
Advanced Pulmonary MRI Knee,CPTCode,73721,26.0
Comprehensive Gastro MRI Shoulder,CPTCode,73221,26.0
Specialized Cardiac CT Head,CPTCode,70450,
Follow-up Pulmonary CT Abdomen pelvis,CPTCode,74178,
Comprehensive Pediatric CT Chest,CPTCode,71250,
Specialized Dermatology Ultrasound abdomen,CPTCode,76700,
Targeted Orthopedic Ultrasound pelvis,CPTCode,76856,
Follow-up Oncology Ultrasound thyroid,CPTCode,76536,
Therapeutic Cardiac Echocardiogram,CPTCode,93306,26.0
Emergency Neurological Stress test,CPTCode,93015,
Specialized Gastro Holter monitor,CPTCode,93224,
Specialized Oncology Pulmonary function test,CPTCode,94010,
Specialized Pediatric Spirometry,CPTCode,94060,
Emergency Neurological Colonoscopy,CPTCode,45378,
Screening Oncology Upper endoscopy,CPTCode,43239,
Emergency Pediatric Sigmoidoscopy,CPTCode,45331,
Comprehensive Renal Bronchoscopy,CPTCode,31622,
Specialized Oncology Cystoscopy,CPTCode,52000,
Diagnostic Pulmonary Arthroscopy knee,CPTCode,29881,
Targeted Dermatology Arthroscopy shoulder,CPTCode,29826,
Follow-up Gastro Lumbar puncture,CPTCode,62270,
Follow-up Renal Bone marrow biopsy,CPTCode,38221,
Therapeutic Cardiac Liver biopsy,CPTCode,47000,
Specialized Neurological Kidney biopsy,CPTCode,50200,
Therapeutic Orthopedic Skin biopsy,CPTCode,11102,
Comprehensive Orthopedic Fine needle aspiration,CPTCode,10021,
Targeted Pulmonary Excision of lesion skin,CPTCode,11400,
Routine Orthopedic Laceration repair simple,CPTCode,12001,
Routine Oncology Laceration repair complex,CPTCode,13100,
Comprehensive Orthopedic Abscess incision drainage,CPTCode,10060,
Targeted ENT Nail removal,CPTCode,11730,
Routine ENT Cerumen removal,CPTCode,69210,
Specialized Orthopedic Cataract surgery,CPTCode,66984,
Advanced Pediatric Vitrectomy,CPTCode,67036,
Advanced Oncology LASIK,CPTCode,66999,
Emergency Gastro Tonsillectomy,CPTCode,42825,
Routine Orthopedic Adenoidectomy,CPTCode,42830,
Routine Orthopedic Septoplasty,CPTCode,30520,
Targeted ENT Rhinoplasty,CPTCode,30400,
Advanced Pulmonary Sinus surgery,CPTCode,31256,
Targeted Cardiac Thyroidectomy total,CPTCode,60240,
Targeted Oncology Parathyroidectomy,CPTCode,60500,
Follow-up Gastro Mastectomy simple,CPTCode,19301,
Follow-up Pulmonary Lumpectomy,CPTCode,19301,
Routine Cardiac Sentinel node biopsy,CPTCode,38792,
Screening Cardiac Hysterectomy total abdominal,CPTCode,58150,
Diagnostic Oncology Hysterectomy laparoscopic,CPTCode,58570,
Diagnostic Dermatology Myomectomy abdominal,CPTCode,58140,
Screening Neurological Oophorectomy,CPTCode,58940,
Screening Gastro Tubal ligation,CPTCode,58600,
Specialized Gastro Cesarean section,CPTCode,59510,
Targeted Pediatric Normal vaginal delivery,CPTCode,59400,
Specialized ENT Dilation and curettage,CPTCode,58120,
Follow-up Renal Colposcopy,CPTCode,57454,
Therapeutic Dermatology LEEP procedure,CPTCode,57461,
Advanced Pulmonary Prostatectomy radical,CPTCode,55810,
Diagnostic ENT Transurethral resection prostate,CPTCode,52601,
Targeted Neurological Vasectomy,CPTCode,55250,
Therapeutic Pulmonary Orchiectomy,CPTCode,54520,
Comprehensive ENT Nephrectomy,CPTCode,50220,
Emergency Renal Cholecystectomy laparoscopic,CPTCode,47562,
Emergency Dermatology Appendectomy,CPTCode,44950,
Emergency Cardiac Hernia repair inguinal,CPTCode,49505,
Targeted Pediatric Hernia repair ventral,CPTCode,49560,
Therapeutic ENT Colectomy partial,CPTCode,44140,
Follow-up Oncology Colostomy,CPTCode,44320,
Emergency Renal Hemorrhoidectomy,CPTCode,46250,
Routine Neurological Fistulectomy,CPTCode,46270,
Emergency Gastro Splenectomy,CPTCode,38100,
Advanced Oncology Gastrectomy partial,CPTCode,43631,
Targeted Cardiac Gastric bypass,CPTCode,43644,
Routine Oncology Sleeve gastrectomy,CPTCode,43775,
Comprehensive Dermatology Whipple procedure,CPTCode,48150,
Targeted ENT Coronary artery bypass graft,CPTCode,33533,
Targeted Dermatology Cardiac catheterization,CPTCode,93454,
Screening Orthopedic Percutaneous coronary intervention,CPTCode,92920,
Screening ENT Pacemaker insertion,CPTCode,33206,
Follow-up Gastro Defibrillator insertion,CPTCode,33249,
Follow-up Pulmonary Aortic valve replacement,CPTCode,33405,
Therapeutic Gastro Mitral valve repair,CPTCode,33425,
Advanced Pediatric Carotid endarterectomy,CPTCode,35301,
Follow-up Neurological Aortic aneurysm repair,CPTCode,35082,
Screening Neurological Peripheral vascular bypass,CPTCode,35556,
Therapeutic Neurological Varicose vein surgery,CPTCode,37700,
Routine ENT Arteriovenous fistula creation,CPTCode,36821,
Emergency Neurological Hip replacement total,CPTCode,27130,
Targeted Oncology Knee replacement total,CPTCode,27447,
Comprehensive Orthopedic Shoulder replacement total,CPTCode,23472,
Diagnostic Cardiac Spinal fusion lumbar,CPTCode,22612,
Comprehensive Pulmonary Spinal fusion cervical,CPTCode,22551,
Specialized Oncology Laminectomy,CPTCode,63030,
Follow-up ENT Discectomy,CPTCode,63030,
Routine Oncology Carpal tunnel release,CPTCode,64721,
Targeted Renal Trigger finger release,CPTCode,26055,
Screening Orthopedic Tendon repair,CPTCode,27650,
Screening Oncology Fracture repair closed,CPTCode,25600,
Diagnostic Oncology Fracture repair open,CPTCode,25607,
Diagnostic Orthopedic Amputation lower extremity,CPTCode,27592,
Therapeutic Pediatric Skin graft split thickness,CPTCode,15100,
Diagnostic Neurological Burn debridement,CPTCode,16020,
Screening Gastro Flap reconstruction,CPTCode,15734,
Emergency Pulmonary Rhinoplasty secondary,CPTCode,30430,
Therapeutic Pediatric Blepharoplasty,CPTCode,15822,
Routine Renal Facelift,CPTCode,15824,
Targeted ENT Breast augmentation,CPTCode,19325,
Emergency Pulmonary Breast reduction,CPTCode,19318,
Emergency Neurological Breast reconstruction,CPTCode,19357,
Advanced Cardiac Liposuction,CPTCode,15877,
Follow-up Dermatology Abdominoplasty,CPTCode,15847,
Diagnostic Oncology Craniotomy,CPTCode,61510,
Therapeutic Gastro Craniectomy,CPTCode,61322,
Therapeutic Cardiac Ventricular shunt,CPTCode,62220,
Diagnostic Dermatology Deep brain stimulation,CPTCode,61863,
Targeted Pulmonary Vagus nerve stimulation,CPTCode,64568,
Therapeutic Pediatric Electroencephalography,CPTCode,95819,
Diagnostic Cardiac Nerve conduction study,CPTCode,95907,
Routine Pediatric EMG,CPTCode,95860,
Specialized Renal Sleep study,CPTCode,95810,
Specialized ENT Tilt table test,CPTCode,93660,
Advanced Pediatric Bone density scan,CPTCode,77080,
Emergency Cardiac Nuclear medicine scan,CPTCode,78300,
Therapeutic Neurological PET scan,CPTCode,78816,
Advanced Pulmonary Mammogram screening,CPTCode,77067,
Screening Orthopedic Mammogram diagnostic,CPTCode,77066,
Comprehensive Orthopedic Pap smear,CPTCode,88141,
Comprehensive Orthopedic Urinalysis,CPTCode,81001,
Routine Pediatric Complete blood count,CPTCode,85025,
Routine ENT Comprehensive metabolic panel,CPTCode,80053,
Follow-up Dermatology Lipid panel,CPTCode,80061,
Follow-up Gastro Thyroid panel,CPTCode,84436,
Screening Cardiac Hemoglobin A1c,CPTCode,83036,
Diagnostic Gastro Prothrombin time,CPTCode,85610,
Routine Oncology PTT,CPTCode,85730,
Follow-up Pediatric D-dimer,CPTCode,85379,
Screening ENT Troponin,CPTCode,84484,
Follow-up Pediatric BNP,CPTCode,83880,
Follow-up Oncology PSA,CPTCode,86316,
Emergency Renal CEA,CPTCode,82378,
Therapeutic Dermatology CA-125,CPTCode,86304,
Advanced Dermatology AFP,CPTCode,82105,
Routine Cardiac Beta HCG,CPTCode,84702,
Specialized Gastro Vitamin B12,CPTCode,82607,
Screening Pediatric Folate,CPTCode,82746,
Emergency Renal Ferritin,CPTCode,82728,
Comprehensive Gastro Iron studies,CPTCode,83540,
Specialized Pulmonary Uric acid,CPTCode,84550,
Comprehensive Dermatology Cortisol,CPTCode,82533,
Diagnostic Dermatology Testosterone,CPTCode,84402,
Follow-up Pediatric Estradiol,CPTCode,82670,
Screening Neurological FSH,CPTCode,83001,
Follow-up Pediatric LH,CPTCode,83002,
Targeted Dermatology Progesterone,CPTCode,84144,
Targeted Dermatology Prolactin,CPTCode,84146,
Therapeutic Neurological DHEA,CPTCode,82626,
Emergency Pulmonary Insulin,CPTCode,83525,
Diagnostic Dermatology C-peptide,CPTCode,84681,
Follow-up Neurological Rheumatoid factor,CPTCode,86431,
Diagnostic Renal ANA,CPTCode,86038,
Follow-up Orthopedic Anti-dsDNA,CPTCode,86060,
Routine Neurological Anti-CCP,CPTCode,86200,
Diagnostic Pediatric ESR,CPTCode,85651,
Specialized Renal CRP,CPTCode,86140,
Routine Cardiac Urine culture,CPTCode,87086,
Diagnostic Dermatology Blood culture,CPTCode,87040,
Screening ENT Throat culture,CPTCode,87070,
Comprehensive Pediatric Stool culture,CPTCode,87045,
Therapeutic Pulmonary COVID-19 PCR test,CPTCode,87635,
Comprehensive Oncology Influenza test,CPTCode,87804,
Follow-up Cardiac Strep test rapid,CPTCode,87880,
Screening Renal Mono test,CPTCode,86308,
Advanced Renal HIV test,CPTCode,86703,
Therapeutic Dermatology Hepatitis B surface antigen,CPTCode,87340,
Screening ENT Hepatitis C antibody,CPTCode,86803,
Comprehensive Renal RPR syphilis test,CPTCode,86592,
Follow-up Renal Chlamydia gonorrhea NAAT,CPTCode,87491,
Diagnostic Gastro Physical therapy evaluation,CPTCode,97161,
Emergency Cardiac Physical therapy treatment,CPTCode,97110,
Screening Oncology Occupational therapy evaluation,CPTCode,97165,
Advanced Orthopedic Speech therapy evaluation,CPTCode,92521,
Diagnostic Neurological Psychiatric evaluation,CPTCode,90792,
Advanced ENT Psychotherapy 45 minutes,CPTCode,90834,
Diagnostic Gastro Psychotherapy 60 minutes,CPTCode,90837,
Specialized Pulmonary Group therapy,CPTCode,90853,
Diagnostic Pediatric Medication management,CPTCode,90833,
Emergency Cardiac Neuropsychological testing,CPTCode,96130,
Targeted Dermatology Allergy skin testing,CPTCode,95004,
Routine Dermatology Allergy immunotherapy,CPTCode,95115,
Follow-up Gastro Immunoglobulin infusion,CPTCode,90281,
Routine Pediatric Chemotherapy infusion,CPTCode,96413,
Targeted Renal Radiation therapy,CPTCode,77401,
Specialized Cardiac IMRT planning,CPTCode,77301,
Specialized ENT Brachytherapy,CPTCode,77761,
Emergency Renal Dialysis hemodialysis,CPTCode,90935,
Diagnostic Pediatric Peritoneal dialysis,CPTCode,90945,
Emergency Renal Plasmapheresis,CPTCode,36514,
Diagnostic Gastro Infusion therapy,CPTCode,96360,
Targeted Orthopedic IV antibiotics,CPTCode,96365,
Comprehensive Pediatric Total parenteral nutrition,CPTCode,99601,
Emergency Neurological Nasogastric tube placement,CPTCode,43752,
Follow-up Cardiac Endotracheal intubation,CPTCode,31500,
Targeted Orthopedic Mechanical ventilation management,CPTCode,94002,
Targeted ENT Central line insertion,CPTCode,36556,
Specialized Orthopedic PICC line insertion,CPTCode,36569,
Routine Renal Arterial line placement,CPTCode,36620,
Diagnostic ENT Thoracentesis,CPTCode,32555,
Advanced Renal Paracentesis,CPTCode,49083,
Targeted Pediatric Pericardiocentesis,CPTCode,33010,
Advanced Cardiac Cardioversion,CPTCode,92960,
Specialized Pediatric Defibrillation,CPTCode,92950,
Follow-up Oncology CPR,CPTCode,92950,
Comprehensive Pulmonary Nebulizer treatment,CPTCode,94640,
Follow-up Neurological Oxygen therapy,CPTCode,94760,
Routine Dermatology CPAP,HCPCSCode,E0601,
Diagnostic Cardiac BiPAP,HCPCSCode,E0470,
Emergency Neurological Hospital bed,HCPCSCode,E0250,
Routine Dermatology Walker,HCPCSCode,E0130,
Specialized Pediatric Cane,HCPCSCode,E0100,
Targeted Pulmonary Crutches,HCPCSCode,E0110,
Screening Renal Commode,HCPCSCode,E0163,
Emergency ENT Bath bench,HCPCSCode,E0245,
Therapeutic Oncology Nebulizer machine,HCPCSCode,E0570,
Routine Renal Insulin pump,HCPCSCode,E0784,
Specialized Neurological Blood glucose monitor,HCPCSCode,E2101,
Comprehensive Gastro Continuous glucose monitor,HCPCSCode,E2101,
Advanced Pediatric Compression stockings,HCPCSCode,A6531,
Screening Pulmonary Wound dressing,HCPCSCode,A6216,
Advanced Neurological Ostomy supplies,HCPCSCode,A4361,
Emergency Renal Urological catheter,HCPCSCode,A4338,
Specialized Orthopedic Breast pump,HCPCSCode,E0603,
Follow-up ENT Hearing aid,HCPCSCode,V5244,
Specialized Dermatology Orthotics ankle foot,HCPCSCode,L1960,
Follow-up Dermatology Prosthetic limb,HCPCSCode,L5100,
Targeted Pulmonary Spinal orthosis,HCPCSCode,L0648,
Screening Dermatology Cervical collar,HCPCSCode,L0120,
Advanced Oncology Knee brace,HCPCSCode,L1820,
Diagnostic Dermatology Shoulder sling,HCPCSCode,A4565,
Screening Dermatology Wrist splint,HCPCSCode,L3900,
Comprehensive Neurological Ambulance transport,HCPCSCode,A0428,
Targeted Gastro Non-emergency transport,HCPCSCode,A0100,
Therapeutic Cardiac Home health aide,HCPCSCode,G0156,
Follow-up Dermatology Skilled nursing visit,HCPCSCode,G0299,
Specialized Renal Physical therapy home,HCPCSCode,G0151,
Therapeutic Gastro Occupational therapy home,HCPCSCode,G0152,
Screening Pediatric Flu vaccine,CPTCode,90686,
Therapeutic ENT COVID-19 vaccine,CPTCode,91300,
Comprehensive Pulmonary Pneumococcal vaccine,CPTCode,90670,
Screening Orthopedic Shingles vaccine,CPTCode,90750,
Screening Cardiac MMR vaccine,CPTCode,90707,
Targeted Neurological HPV vaccine,CPTCode,90651,
Advanced Orthopedic Hepatitis B vaccine,CPTCode,90739,
Screening Cardiac Tetanus toxoid,CPTCode,90714,
Follow-up Renal Meningococcal vaccine,CPTCode,90734,
Diagnostic Pulmonary Varicella vaccine,CPTCode,90716,
Advanced Pulmonary Chest X-Ray,CPTCode,71045,
Screening Orthopedic MRI Brain,CPTCode,70551,26.0
Routine Dermatology Blood Test,CPTCode,80050,
Follow-up Gastro ECG,CPTCode,93000,
Diagnostic Pulmonary CT Scan,CPTCode,74177,
Specialized Pulmonary Radiologic exam chest 2 views,CPTCode,71046,
Emergency Orthopedic Subsequent hospital care high complexity,CPTCode,99233,
Screening Gastro Wheelchair,HCPCSCode,E1161,
Follow-up ENT Office visit established patient low complexity,CPTCode,99213,
Screening Oncology Office visit established patient moderate complexity,CPTCode,99214,
Emergency Gastro Office visit new patient moderate complexity,CPTCode,99203,
Emergency ENT Annual wellness visit,CPTCode,G0439,
Therapeutic Renal Preventive visit adult,CPTCode,99396,
Advanced Dermatology MRI Spine lumbar,CPTCode,72148,26.0
Comprehensive Dermatology MRI Knee,CPTCode,73721,26.0
Screening Orthopedic MRI Shoulder,CPTCode,73221,26.0
Therapeutic Dermatology CT Head,CPTCode,70450,
Targeted Dermatology CT Abdomen pelvis,CPTCode,74178,
Specialized Gastro CT Chest,CPTCode,71250,
Routine Neurological Ultrasound abdomen,CPTCode,76700,
Comprehensive Cardiac Ultrasound pelvis,CPTCode,76856,
Advanced ENT Ultrasound thyroid,CPTCode,76536,
Follow-up Pediatric Echocardiogram,CPTCode,93306,26.0
Emergency Pediatric Stress test,CPTCode,93015,
Follow-up Pediatric Holter monitor,CPTCode,93224,
Routine Gastro Pulmonary function test,CPTCode,94010,
Advanced Neurological Spirometry,CPTCode,94060,
Specialized Oncology Colonoscopy,CPTCode,45378,
Therapeutic Pediatric Upper endoscopy,CPTCode,43239,
Comprehensive Dermatology Sigmoidoscopy,CPTCode,45331,
Comprehensive Gastro Bronchoscopy,CPTCode,31622,
Targeted Cardiac Cystoscopy,CPTCode,52000,
Emergency Gastro Arthroscopy knee,CPTCode,29881,
Diagnostic Dermatology Arthroscopy shoulder,CPTCode,29826,
Therapeutic ENT Lumbar puncture,CPTCode,62270,
Screening Renal Bone marrow biopsy,CPTCode,38221,
Targeted Cardiac Liver biopsy,CPTCode,47000,
Routine Pediatric Kidney biopsy,CPTCode,50200,
Therapeutic ENT Skin biopsy,CPTCode,11102,
Routine Renal Fine needle aspiration,CPTCode,10021,
Advanced ENT Excision of lesion skin,CPTCode,11400,
Diagnostic Pediatric Laceration repair simple,CPTCode,12001,
Follow-up Neurological Laceration repair complex,CPTCode,13100,
Comprehensive Cardiac Abscess incision drainage,CPTCode,10060,
Comprehensive Orthopedic Nail removal,CPTCode,11730,
Advanced Pediatric Cerumen removal,CPTCode,69210,
Diagnostic ENT Cataract surgery,CPTCode,66984,
Routine ENT Vitrectomy,CPTCode,67036,
Routine Renal LASIK,CPTCode,66999,
Routine ENT Tonsillectomy,CPTCode,42825,
Follow-up Dermatology Adenoidectomy,CPTCode,42830,
Diagnostic Orthopedic Septoplasty,CPTCode,30520,
Advanced Pediatric Rhinoplasty,CPTCode,30400,
Advanced Orthopedic Sinus surgery,CPTCode,31256,
Targeted Gastro Thyroidectomy total,CPTCode,60240,
Targeted Cardiac Parathyroidectomy,CPTCode,60500,
Targeted Neurological Mastectomy simple,CPTCode,19301,
Advanced Gastro Lumpectomy,CPTCode,19301,
Screening Dermatology Sentinel node biopsy,CPTCode,38792,
Therapeutic Renal Hysterectomy total abdominal,CPTCode,58150,
Targeted Dermatology Hysterectomy laparoscopic,CPTCode,58570,
Specialized Pulmonary Myomectomy abdominal,CPTCode,58140,
Routine ENT Oophorectomy,CPTCode,58940,
